,Suburb,Address,Rooms,Type,Price,Distance,Postcode,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname
15744,Kensington,54 McConnell St,4,h,1415000.0,3.4,3031,2,0,199,Melbourne City Council,-37.7916,144.92855,Northern Metropolitan
15745,Kensington,7/11 Smith St,1,u,370000.0,3.4,3031,1,1,0,Melbourne City Council,-37.79122,144.93175,Northern Metropolitan
15748,Kew,871 Glenferrie Rd,5,h,3175000.0,5.4,3101,4,2,769,Boroondara City Council,-37.81143,145.03723,Southern Metropolitan
15750,Kew,2/65 Parkhill Rd,3,t,1375000.0,5.4,3101,3,3,325,Boroondara City Council,-37.80506,145.05224,Southern Metropolitan
15752,Kew East,86 Kilby Rd,3,h,1975000.0,7.3,3102,2,4,677,Boroondara City Council,-37.7921,145.0507,Southern Metropolitan
15755,Kingsbury,26 Stymie St,5,h,1250000.0,12.1,3083,3,2,544,Darebin City Council,-37.71499,145.02967,Northern Metropolitan
15756,Kingsville,62A Williamstown Rd,2,h,735000.0,6.4,3012,1,1,170,Maribyrnong City Council,-37.80635,144.8845,Western Metropolitan
15758,Lalor,11 Bruce St,3,h,638000.0,16.3,3075,1,2,679,Whittlesea City Council,-37.67304,145.03397,Northern Metropolitan
15759,Lalor,34 Cyprus St,3,h,716000.0,16.3,3075,1,4,651,Whittlesea City Council,-37.67388,145.02069,Northern Metropolitan
15761,Langwarrin,6/30 Warrenwood Pl,2,u,400000.0,41.0,3910,1,1,196,Frankston City Council,-38.16439,145.1978,Eastern Victoria
15762,Lower Plenty,14 Glenauburn Rd,5,h,800000.0,14.6,3093,2,2,864,Banyule City Council,-37.72754,145.11021,Eastern Metropolitan
15764,Maidstone,6 Mandrel St,2,t,505500.0,6.4,3012,1,1,59,Maribyrnong City Council,-37.77824,144.87427,Western Metropolitan
15768,Malvern East,3 Ash Gr,4,h,2520000.0,8.4,3145,3,4,960,Stonnington City Council,-37.87605,145.05563,Southern Metropolitan
15770,Maribyrnong,6/82 Raleigh Rd,1,u,301000.0,4.3,3032,1,1,887,Maribyrnong City Council,-37.76878,144.89197,Western Metropolitan
15773,McKinnon,1/89 Wheatley Rd,3,u,960000.0,11.4,3204,2,3,220,Glen Eira City Council,-37.90958,145.03371,Southern Metropolitan
15774,Melbourne,19/300 King St,2,u,740000.0,0.0,3000,1,1,0,Melbourne City Council,-37.81317,144.95452,Northern Metropolitan
15777,Melton,2 Kym Pl,4,h,420000.0,31.7,3337,2,2,642,Melton City Council,-37.69159,144.5864,Western Victoria
15778,Melton South,24 Brennan St,3,h,419000.0,29.8,3338,1,3,603,Melton City Council,-37.70478,144.57211,Western Victoria
15780,Mentone,1/32 Albenca St,3,t,1051000.0,20.0,3194,2,2,435,Kingston City Council,-37.97889,145.0745,South-Eastern Metropolitan
15781,Mentone,169 Balcombe Rd,4,h,1700000.0,20.0,3194,2,2,731,Kingston City Council,-37.98035,145.05593,South-Eastern Metropolitan
15782,Mentone,5/94 Beach Rd,2,u,525000.0,20.0,3194,1,1,723,Kingston City Council,-37.99121,145.06458,South-Eastern Metropolitan
15784,Mentone,1/29 Milan St,2,u,660000.0,20.0,3194,1,1,101,Kingston City Council,-37.98558,145.05966,South-Eastern Metropolitan
15786,Mentone,1/107 Warrigal Rd,2,u,455000.0,20.0,3194,1,1,3160,Kingston City Council,-37.97946,145.07167,South-Eastern Metropolitan
15787,Mernda,3 Flowerdale Ct,3,h,517000.0,25.9,3754,2,4,400,Whittlesea City Council,-37.60697,145.09208,Northern Metropolitan
15788,Mernda,9 Powlett St,4,h,596000.0,25.9,3754,2,2,512,Whittlesea City Council,-37.61133,145.0945,Northern Metropolitan
15789,Middle Park,78 Erskine St,4,h,2500000.0,3.0,3206,3,1,209,Port Phillip City Council,-37.84807,144.96017,Southern Metropolitan
15792,Mill Park,15 Randell Ct,4,h,865000.0,17.9,3082,2,2,612,Whittlesea City Council,-37.65478,145.05199,Northern Metropolitan
15793,Mitcham,16 Burnett St,4,h,1302000.0,17.2,3132,1,1,842,Whitehorse City Council,-37.81235,145.19756,Eastern Metropolitan
15794,Mitcham,8/12 Irvine St,3,t,800000.0,17.2,3132,2,2,343,Whitehorse City Council,-37.82158,145.21129,Eastern Metropolitan
15799,Moonee Ponds,36 Aberfeldie St,3,h,1850000.0,6.2,3039,2,2,596,Moonee Valley City Council,-37.76086,144.90497,Western Metropolitan
15802,Moonee Ponds,7/110 Maribyrnong Rd,1,u,222000.0,6.2,3039,1,0,0,Moonee Valley City Council,-37.77154,144.91597,Western Metropolitan
15805,Moorabbin,6 Bataba St,4,h,1289000.0,14.3,3189,2,1,532,Kingston City Council,-37.93686,145.03966,Southern Metropolitan
15807,Mooroolbark,95 Cardigan Rd,4,h,651000.0,26.5,3138,2,2,854,Yarra Ranges Shire Council,-37.78883,145.3275,Eastern Victoria
15808,Mooroolbark,7 Cowley Ct,3,h,581000.0,26.5,3138,1,2,484,Yarra Ranges Shire Council,-37.78454,145.33073,Eastern Victoria
15811,Mordialloc,5 Epsom Rd,4,h,1350000.0,21.5,3195,2,2,314,Kingston City Council,-38.00585,145.08376,South-Eastern Metropolitan
15812,Mordialloc,5 Hanlon Cl,4,h,1150000.0,21.5,3195,2,2,603,Kingston City Council,-38.00549,145.10372,South-Eastern Metropolitan
15813,Mordialloc,6/9 McDonald St,2,u,470500.0,21.5,3195,1,1,0,Kingston City Council,-38.00482,145.08746,South-Eastern Metropolitan
15817,Mount Waverley,23 Baily St,3,h,1530000.0,14.2,3149,1,2,810,Monash City Council,-37.86838,145.14664,Eastern Metropolitan
15820,Mount Waverley,25 Carrol Gr,4,h,1352000.0,14.2,3149,3,2,708,Monash City Council,-37.89187,145.11049,Eastern Metropolitan
15821,Mount Waverley,57 Cratloe Rd,3,h,1360000.0,14.2,3149,2,2,710,Monash City Council,-37.8622,145.12563,Eastern Metropolitan
15822,Mount Waverley,18 Malcolm Ct,3,h,1530000.0,14.2,3149,1,1,750,Monash City Council,-37.87718,145.11248,Eastern Metropolitan
15824,Mount Waverley,85 Waimarie Dr,4,h,1728000.0,14.2,3149,3,2,720,Monash City Council,-37.87833,145.13731,Eastern Metropolitan
15826,Mulgrave,10 Adela Ct,4,h,2000000.0,18.8,3170,4,2,905,Monash City Council,-37.9319,145.20164,South-Eastern Metropolitan
15827,Mulgrave,2 Emily Ct,3,h,901000.0,18.8,3170,1,2,801,Monash City Council,-37.93105,145.16962,South-Eastern Metropolitan
15828,Mulgrave,13 Excelsior Cct,3,h,757500.0,18.8,3170,2,1,145,Monash City Council,-37.93226,145.19097,South-Eastern Metropolitan
15829,Mulgrave,13 Merrill St,3,h,757000.0,18.8,3170,1,1,664,Monash City Council,-37.92773,145.16984,South-Eastern Metropolitan
15830,Mulgrave,18 Vincent St,4,h,902000.0,18.8,3170,2,4,726,Monash City Council,-37.93058,145.16308,South-Eastern Metropolitan
15831,Murrumbeena,3/30 Ardyne St,3,t,900000.0,10.1,3163,2,2,238,Glen Eira City Council,-37.89345,145.06875,Southern Metropolitan
15833,Murrumbeena,3/17 Gerald St,2,u,660000.0,10.1,3163,1,1,109,Glen Eira City Council,-37.89578,145.06899,Southern Metropolitan
15834,Murrumbeena,12 Lydson St,3,h,1561000.0,10.1,3163,1,2,627,Glen Eira City Council,-37.89561,145.07502,Southern Metropolitan
15835,Newport,39 Mirls St,4,h,1005000.0,6.2,3015,1,1,390,Hobsons Bay City Council,-37.84283,144.87959,Western Metropolitan
15836,Niddrie,19 Nolan St,3,h,1300000.0,10.4,3042,1,4,646,Moonee Valley City Council,-37.7415,144.88923,Western Metropolitan
15837,Niddrie,27 The Avenue,4,h,1751000.0,10.4,3042,3,2,564,Moonee Valley City Council,-37.73666,144.87725,Western Metropolitan
15839,Noble Park,18 Arnold St,3,h,635000.0,22.7,3174,1,4,585,Greater Dandenong City Council,-37.97267,145.18262,South-Eastern Metropolitan
15842,North Melbourne,8 Baillie St,1,h,1000000.0,1.8,3051,1,0,133,Melbourne City Council,-37.80131,144.94753,Northern Metropolitan
15845,North Melbourne,141 Howard St,1,t,780000.0,1.8,3051,1,0,37,Melbourne City Council,-37.80376,144.95379,Northern Metropolitan
15846,North Melbourne,17/198 Peel St,2,u,550000.0,1.8,3051,1,1,0,Melbourne City Council,-37.80298,144.9568,Northern Metropolitan
15848,Northcote,10 Balgonie Pl,2,h,1001000.0,5.3,3070,1,0,166,Darebin City Council,-37.7702,144.99987,Northern Metropolitan
15849,Northcote,4 Barry St,2,h,905000.0,5.3,3070,1,0,114,Darebin City Council,-37.78024,144.99289,Northern Metropolitan
15850,Northcote,19 Emmaline St,3,h,1305000.0,5.3,3070,1,0,375,Darebin City Council,-37.76397,144.99481,Northern Metropolitan
15851,Northcote,205 Mitchell St,3,h,1516000.0,5.3,3070,1,2,504,Darebin City Council,-37.77358,145.01286,Northern Metropolitan
15852,Northcote,1/136 St Georges Rd,2,u,503000.0,5.3,3070,1,1,0,Darebin City Council,-37.76926,144.99157,Northern Metropolitan
15855,Notting Hill,1/3 Saniky St,3,u,840000.0,16.7,3168,1,1,390,Monash City Council,-37.90354,145.14394,Southern Metropolitan
15856,Nunawading,7A Alern Ct,4,h,1430000.0,15.4,3131,3,2,616,Manningham City Council,-37.8124,145.18411,Eastern Metropolitan
15859,Nunawading,11 Plymouth Ct,3,h,913000.0,15.4,3131,2,1,431,Manningham City Council,-37.81206,145.18127,Eastern Metropolitan
15860,Nunawading,66 Springvale Rd,5,h,1060000.0,15.4,3131,3,2,766,Manningham City Council,-37.81113,145.17681,Eastern Metropolitan
15861,Nunawading,6 West St,3,u,806000.0,15.4,3131,1,2,319,Manningham City Council,-37.82275,145.1764,Eastern Metropolitan
15862,Oak Park,74 Devereaux St,3,h,840000.0,11.2,3046,1,1,722,Moreland City Council,-37.71433,144.90616,Northern Metropolitan
15864,Oak Park,79 New Rd,4,h,1071888.0,11.2,3046,2,4,553,Moreland City Council,-37.71328,144.90585,Northern Metropolitan
15865,Oak Park,117A Vincent St,2,t,790000.0,11.2,3046,2,1,208,Moreland City Council,-37.71679,144.90901,Northern Metropolitan
15866,Oakleigh East,1/17 Claudel St,3,t,820000.0,12.3,3166,2,1,200,Monash City Council,-37.91017,145.11488,Southern Metropolitan
15867,Oakleigh South,36 Bossington St,3,h,1218500.0,15.5,3167,1,2,673,Kingston City Council,-37.91693,145.08739,South-Eastern Metropolitan
15870,Ormond,13/37 Murray Rd,2,h,695000.0,11.4,3204,1,1,126,Glen Eira City Council,-37.90552,145.03087,Southern Metropolitan
15871,Parkdale,46 Davey St,3,h,940000.0,21.5,3195,2,2,454,Kingston City Council,-37.99443,145.0885,South-Eastern Metropolitan
15872,Parkdale,22 Keith St,4,h,1300000.0,21.5,3195,2,2,597,Kingston City Council,-37.99232,145.08469,South-Eastern Metropolitan
15875,Parkville,7/517 Royal Pde,3,t,850000.0,1.8,3052,1,1,2429,Melbourne City Council,-37.78033,144.95949,Northern Metropolitan
15876,Parkville,603/228 The Avenue,2,u,900000.0,1.8,3052,2,1,2431,Melbourne City Council,-37.78212,144.95755,Northern Metropolitan
15877,Pascoe Vale,54 Prospect St,4,h,1260000.0,8.5,3044,2,5,669,Moreland City Council,-37.72775,144.93372,Northern Metropolitan
15879,Pascoe Vale,21 Stennis St,3,h,1199000.0,8.5,3044,2,4,689,Moreland City Council,-37.73072,144.94829,Northern Metropolitan
15883,Point Cook,89 Tristania Dr,4,h,550000.0,14.7,3030,2,2,464,Wyndham City Council,-37.90545,144.76077,Western Metropolitan
15885,Port Melbourne,280 Nott St,2,h,1355000.0,3.5,3207,1,0,156,Melbourne City Council,-37.83343,144.94554,Southern Metropolitan
15886,Port Melbourne,380 Ross St,3,t,1388000.0,3.5,3207,2,2,104,Melbourne City Council,-37.83165,144.94411,Southern Metropolitan
15887,Port Melbourne,58 Station St,1,h,964000.0,3.5,3207,1,0,85,Melbourne City Council,-37.8371,144.93859,Southern Metropolitan
15888,Prahran,4 Anchor Pl,4,h,1805000.0,4.6,3181,2,1,105,Stonnington City Council,-37.85102,144.99408,Southern Metropolitan
15889,Prahran,107A Charles St,3,t,1420000.0,4.6,3181,2,2,187,Stonnington City Council,-37.84714,144.98927,Southern Metropolitan
15890,Prahran,409/10 Hillingdon Pl,2,u,735000.0,4.6,3181,1,1,0,Stonnington City Council,-37.85127,144.99434,Southern Metropolitan
15891,Prahran,104/27 Macquarie St,1,u,440000.0,4.6,3181,1,1,0,Stonnington City Council,-37.85012,144.99225,Southern Metropolitan
15892,Prahran,31 Molesworth St,3,h,2200000.0,4.6,3181,2,2,142,Stonnington City Council,-37.84961,145.01113,Southern Metropolitan
15894,Prahran,135 Williams Rd,4,h,2300000.0,4.6,3181,2,2,291,Stonnington City Council,-37.84961,145.00248,Southern Metropolitan
15897,Preston,35 Leicester St,3,h,1017500.0,8.4,3072,1,2,592,Darebin City Council,-37.74356,144.99464,Northern Metropolitan
15898,Preston,50 Newcastle St,2,h,1050000.0,8.4,3072,1,1,688,Darebin City Council,-37.74847,145.01193,Northern Metropolitan
15899,Preston,196 Raglan St,4,h,840000.0,8.4,3072,1,1,313,Darebin City Council,-37.74955,145.00949,Northern Metropolitan
15902,Reservoir,3/36 Crookston Rd,3,u,510000.0,12.0,3073,1,1,178,Darebin City Council,-37.70985,145.02073,Northern Metropolitan
15904,Reservoir,20 McMahon Rd,4,h,930000.0,12.0,3073,1,5,700,Darebin City Council,-37.7115,145.02413,Northern Metropolitan
15905,Reservoir,2/65 Purinuan Rd,3,h,635000.0,12.0,3073,2,2,247,Darebin City Council,-37.70952,145.02824,Northern Metropolitan
15906,Reservoir,149 Spring St,2,h,850000.0,12.0,3073,1,2,494,Darebin City Council,-37.72596,145.00113,Northern Metropolitan
15907,Reservoir,36 Sturdee St,3,h,780000.0,12.0,3073,1,2,893,Darebin City Council,-37.69964,145.00945,Northern Metropolitan
15909,Richmond,4 Bell St,2,h,1172000.0,2.4,3121,1,0,155,Yarra City Council,-37.82418,145.00185,Northern Metropolitan
15911,Richmond,182 Buckingham St,3,t,1255000.0,2.4,3121,2,1,124,Yarra City Council,-37.8147,145.00852,Northern Metropolitan
15912,Richmond,10 Campbell St,2,h,1275000.0,2.4,3121,1,1,110,Yarra City Council,-37.82324,145.01331,Northern Metropolitan
15914,Richmond,51 Garfield St,3,h,1120000.0,2.4,3121,2,2,134,Yarra City Council,-37.81186,144.99472,Northern Metropolitan
15916,Richmond,17/47 Mary St,3,h,1190000.0,2.4,3121,2,1,105,Yarra City Council,-37.82146,145.00203,Northern Metropolitan
15917,Richmond,2/50 Palmer St,1,u,534000.0,2.4,3121,1,1,1347,Yarra City Council,-37.81893,145.00631,Northern Metropolitan
15918,Richmond,7 Wiltshire St,3,h,1425000.0,2.4,3121,3,3,81,Yarra City Council,-37.82622,144.99879,Northern Metropolitan
15919,Richmond,312/45 York St,2,u,650000.0,2.4,3121,2,1,2226,Yarra City Council,-37.813,144.99303,Northern Metropolitan
15921,Ringwood,3/24 City Rd,2,u,475000.0,19.9,3134,1,2,750,Maroondah City Council,-37.82214,145.23087,Eastern Metropolitan
15924,Ringwood,4 Norman Ct,3,h,800000.0,19.9,3134,1,1,737,Maroondah City Council,-37.8021,145.23473,Eastern Metropolitan
15927,Ringwood East,7 Highton St,4,h,1175000.0,21.3,3135,2,1,842,Maroondah City Council,-37.81109,145.25738,Eastern Metropolitan
15930,Ringwood North,2/22 Avalon Gr,3,h,755000.0,19.9,3134,2,2,306,Manningham City Council,-37.80384,145.22562,Eastern Metropolitan
15932,Ringwood North,2/65 Evelyn Rd,2,u,602000.0,19.9,3134,1,1,209,Manningham City Council,-37.79894,145.22697,Eastern Metropolitan
15936,Rowville,15 Ada St,4,h,1005800.0,23.5,3178,2,2,502,Knox City Council,-37.92985,145.25184,South-Eastern Metropolitan
15937,Rowville,4 Richard Ct,4,h,1275000.0,23.5,3178,2,2,726,Knox City Council,-37.92502,145.23939,South-Eastern Metropolitan
15939,Sandringham,4/64 Edward St,3,u,760000.0,15.2,3191,1,1,178,Bayside City Council,-37.96224,145.01683,Southern Metropolitan
15941,Seaford,5 Ireland St,3,h,782500.0,35.4,3198,2,2,603,Frankston City Council,-38.09088,145.12934,South-Eastern Metropolitan
15942,Seaholme,2 Garden Gr,4,h,1410000.0,11.0,3018,1,2,521,Hobsons Bay City Council,-37.86781,144.84275,Western Metropolitan
15943,Seddon,6 Alexander St,3,h,900000.0,5.1,3011,1,0,194,Maribyrnong City Council,-37.8041,144.8916,Western Metropolitan
15944,Seddon,5/4 Edward St,1,u,322500.0,5.1,3011,1,1,0,Maribyrnong City Council,-37.80504,144.88685,Western Metropolitan
15945,Seddon,14 James St,3,h,900000.0,5.1,3011,1,1,252,Maribyrnong City Council,-37.80552,144.88889,Western Metropolitan
15946,Skye,20 Overall Dr,4,h,555698.0,34.7,3977,2,1,534,Frankston City Council,-38.09083,145.20139,South-Eastern Metropolitan
15947,South Melbourne,1403/38 Bank St,3,u,1250000.0,1.9,3205,2,3,0,Port Phillip City Council,-37.83185,144.96817,Southern Metropolitan
15950,South Melbourne,17/39 Dorcas St,1,h,407500.0,1.9,3205,1,1,0,Port Phillip City Council,-37.83087,144.96864,Southern Metropolitan
15955,South Yarra,37/12 Copelen St,2,t,1050000.0,2.7,3141,1,1,0,Melbourne City Council,-37.83543,144.99907,Southern Metropolitan
15956,South Yarra,3/43 Cromwell Rd,2,u,771000.0,2.7,3141,1,1,1272,Melbourne City Council,-37.84283,145.00015,Southern Metropolitan
15957,Southbank,61/120 Sturt St,2,u,642500.0,0.7,3006,1,1,8888,Melbourne City Council,-37.82481,144.96669,Southern Metropolitan
15958,Southbank,406/152 Sturt St,1,u,422500.0,0.7,3006,1,1,3878,Melbourne City Council,-37.82548,144.96648,Southern Metropolitan
15960,St Albans,46A Collins St,3,t,460000.0,14.0,3021,1,1,160,Brimbank City Council,-37.73915,144.80289,Western Metropolitan
15962,St Albans,9 Cornhill St,3,h,610000.0,14.0,3021,1,1,582,Brimbank City Council,-37.74538,144.79216,Western Metropolitan
15964,St Albans,1 Harris St,3,h,630000.0,14.0,3021,1,2,524,Brimbank City Council,-37.75098,144.80331,Western Metropolitan
15967,St Albans,2/52 Walter St,3,u,500000.0,14.0,3021,1,1,388,Brimbank City Council,-37.73163,144.80697,Western Metropolitan
15968,St Kilda,9/60 Carlisle St,2,u,615000.0,5.0,3182,1,1,1123,Port Phillip City Council,-37.86736,144.98391,Southern Metropolitan
15971,Sunbury,27 Holloway Cl,3,h,455000.0,31.7,3429,1,6,639,Hume City Council,-37.56291,144.72848,Western Metropolitan
15973,Sunshine,3/1 Centre St,4,u,660000.0,10.5,3020,2,2,283,Brimbank City Council,-37.78579,144.83597,Western Metropolitan
15974,Sunshine,65 Devonshire Rd,3,h,810000.0,10.5,3020,1,2,459,Brimbank City Council,-37.78519,144.83651,Western Metropolitan
15975,Sunshine,43 Duke St,3,h,805000.0,10.5,3020,1,2,631,Brimbank City Council,-37.78956,144.84526,Western Metropolitan
15978,Sunshine West,1/11 Glengala Rd,3,h,453000.0,10.5,3020,1,1,305,Brimbank City Council,-37.78874,144.82399,Western Metropolitan
15980,Surrey Hills,2/52 Barton St,2,u,807000.0,10.2,3127,1,1,1501,Boroondara City Council,-37.81665,145.10043,Southern Metropolitan
15982,Surrey Hills,4/40 Durham Rd,3,u,780000.0,10.2,3127,1,1,149,Boroondara City Council,-37.82971,145.09007,Southern Metropolitan
15985,Sydenham,22 Contursi Dr,3,h,471000.0,18.0,3037,2,1,338,Brimbank City Council,-37.705,144.75759,Western Metropolitan
15988,Taylors Hill,27 Lucas Tce,3,h,558000.0,18.0,3037,2,2,431,Melton City Council,-37.7209,144.75053,Western Metropolitan
15989,Taylors Lakes,2 Clifton Ct,5,h,780000.0,15.5,3038,2,2,663,Brimbank City Council,-37.69496,144.79511,Western Metropolitan
15991,Taylors Lakes,18 Whiteley Pde,4,h,715000.0,15.5,3038,3,2,679,Brimbank City Council,-37.68903,144.77226,Western Metropolitan
15992,Templestowe,19 Browning Dr,4,h,2000000.0,15.5,3106,2,2,457,Manningham City Council,-37.76951,145.16182,Eastern Metropolitan
15994,Templestowe Lower,124 Swanston St,3,h,1240000.0,12.4,3107,2,1,673,Manningham City Council,-37.75965,145.09937,Eastern Metropolitan
15996,Thornbury,1/24 Dundas St,2,t,756000.0,7.0,3071,1,1,0,Darebin City Council,-37.75267,145.00362,Northern Metropolitan
16000,Thornbury,55 Rennie St,2,h,1205500.0,7.0,3071,1,1,361,Darebin City Council,-37.75309,144.98908,Northern Metropolitan
16001,Thornbury,371 Station St,3,h,1031000.0,7.0,3071,1,2,612,Darebin City Council,-37.76063,145.02139,Northern Metropolitan
16002,Toorak,8 Hill St,3,h,2500000.0,4.1,3142,2,2,440,Stonnington City Council,-37.833,145.01322,Southern Metropolitan
16008,Vermont,12 Fiona Ct,5,h,1041000.0,17.2,3133,3,2,724,Maroondah City Council,-37.83158,145.20186,Eastern Metropolitan
16009,Vermont South,250 Hawthorn Rd,4,h,1050000.0,17.2,3133,2,2,651,Whitehorse City Council,-37.84842,145.1816,Eastern Metropolitan
16010,Vermont South,23 Overland Dr,4,h,1208000.0,17.2,3133,2,2,785,Whitehorse City Council,-37.86343,145.18542,Eastern Metropolitan
16011,Viewbank,28 Kuranga Rd,3,h,940000.0,8.9,3084,2,2,541,Banyule City Council,-37.73136,145.09562,Eastern Metropolitan
16013,Wantirna South,5 Henry Rd,4,h,2020000.0,14.7,3152,2,2,1183,Knox City Council,-37.87104,145.23807,Eastern Metropolitan
16014,Watsonia,42 Frensham Rd,3,h,835000.0,14.5,3087,2,1,447,Banyule City Council,-37.71627,145.08526,Northern Metropolitan
16015,Watsonia,28 Grace St,3,h,1010000.0,14.5,3087,1,2,700,Banyule City Council,-37.70994,145.07997,Northern Metropolitan
16016,Watsonia,60 Princes St,3,h,830000.0,14.5,3087,1,2,696,Banyule City Council,-37.70576,145.07788,Northern Metropolitan
16018,Werribee,8 Maribyrnong Ct,3,h,442000.0,14.7,3030,1,1,575,Wyndham City Council,-37.88547,144.65529,Western Metropolitan
16019,Werribee,43 Stawell St,3,h,830000.0,14.7,3030,2,2,1025,Wyndham City Council,-37.90188,144.65138,Western Metropolitan
16023,Windsor,19 Newry St,3,h,1400000.0,4.6,3181,1,0,364,Port Phillip City Council,-37.85538,145.00013,Southern Metropolitan
16028,Yarraville,42 Wilkins St,4,h,1035000.0,6.3,3013,2,3,463,Maribyrnong City Council,-37.81869,144.8726,Western Metropolitan
16030,Abbotsford,2 Federation La,3,h,855000.0,3.0,3067,2,1,92,Yarra City Council,-37.79683,144.99586,Northern Metropolitan
16031,Aberfeldie,435 Buckley St,3,h,1210000.0,7.5,3040,1,6,645,Moonee Valley City Council,-37.75418,144.89017,Western Metropolitan
